row,state,column,date,red,green,blue
44,Vermont,53,2021-01-23,44,46,53
44,Vermont,54,2021-01-30,69,71,77
44,Vermont,55,2021-02-06,69,71,77
44,Vermont,56,2021-02-13,124,126,130
44,Vermont,57,2021-02-20,69,71,77
44,Vermont,58,2021-02-27,69,71,77
45,Virginia,0,2020-01-18,219,220,221
45,Virginia,1,2020-01-25,219,220,221
45,Virginia,2,2020-02-01,219,220,221
45,Virginia,3,2020-02-08,219,220,221
45,Virginia,4,2020-02-15,167,168,171
45,Virginia,5,2020-02-22,197,197,199
45,Virginia,6,2020-02-29,219,220,221
45,Virginia,7,2020-03-07,219,220,221
45,Virginia,8,2020-03-14,197,197,199
45,Virginia,9,2020-03-21,44,46,53
45,Virginia,10,2020-03-28,44,46,53
45,Virginia,11,2020-04-04,44,46,53
45,Virginia,12,2020-04-11,44,46,53
45,Virginia,13,2020-04-18,44,46,53
45,Virginia,14,2020-04-25,44,46,53
45,Virginia,15,2020-05-02,44,46,53
45,Virginia,16,2020-05-09,44,46,53
45,Virginia,17,2020-05-16,124,126,130
45,Virginia,18,2020-05-23,124,126,130
45,Virginia,19,2020-05-30,69,71,77
45,Virginia,20,2020-06-06,69,71,77
45,Virginia,21,2020-06-13,69,71,77
45,Virginia,22,2020-06-20,69,71,77
45,Virginia,23,2020-06-27,69,71,77
45,Virginia,24,2020-07-04,69,71,77
45,Virginia,25,2020-07-11,69,71,77
45,Virginia,26,2020-07-18,69,71,77
45,Virginia,27,2020-07-25,124,126,130
45,Virginia,28,2020-08-01,124,126,130
45,Virginia,29,2020-08-08,69,71,77
45,Virginia,30,2020-08-15,69,71,77
45,Virginia,31,2020-08-22,124,126,130
45,Virginia,32,2020-08-29,69,71,77
45,Virginia,33,2020-09-05,124,126,130
45,Virginia,34,2020-09-12,124,126,130
45,Virginia,35,2020-09-19,69,71,77
45,Virginia,36,2020-09-26,124,126,130
45,Virginia,37,2020-10-03,69,71,77
45,Virginia,38,2020-10-10,69,71,77
45,Virginia,39,2020-10-17,69,71,77
45,Virginia,40,2020-10-24,124,126,130
45,Virginia,41,2020-10-31,69,71,77
45,Virginia,42,2020-11-07,124,126,130
45,Virginia,43,2020-11-14,124,126,130
45,Virginia,44,2020-11-21,44,46,53
45,Virginia,45,2020-11-28,44,46,53
45,Virginia,46,2020-12-05,44,46,53
45,Virginia,47,2020-12-12,44,46,53
45,Virginia,48,2020-12-19,44,46,53
45,Virginia,49,2020-12-26,44,46,53
45,Virginia,50,2021-01-02,44,46,53
45,Virginia,51,2021-01-09,44,46,53
45,Virginia,52,2021-01-16,69,71,77
45,Virginia,53,2021-01-23,124,126,130
45,Virginia,54,2021-01-30,69,71,77
45,Virginia,55,2021-02-06,124,126,130
45,Virginia,56,2021-02-13,44,46,53
45,Virginia,57,2021-02-20,44,46,53
45,Virginia,58,2021-02-27,124,126,130
46,Washington,0,2020-01-18,219,220,221
46,Washington,1,2020-01-25,167,168,171
46,Washington,2,2020-02-01,219,220,221
46,Washington,3,2020-02-08,255,255,255
46,Washington,4,2020-02-15,255,255,255
46,Washington,5,2020-02-22,239,239,240
46,Washington,6,2020-02-29,255,255,255
46,Washington,7,2020-03-07,219,220,221
46,Washington,8,2020-03-14,167,168,171
46,Washington,9,2020-03-21,44,46,53
46,Washington,10,2020-03-28,44,46,53
46,Washington,11,2020-04-04,44,46,53
46,Washington,12,2020-04-11,44,46,53
46,Washington,13,2020-04-18,44,46,53
46,Washington,14,2020-04-25,44,46,53
46,Washington,15,2020-05-02,44,46,53
46,Washington,16,2020-05-09,44,46,53
46,Washington,17,2020-05-16,44,46,53
46,Washington,18,2020-05-23,124,126,130
46,Washington,19,2020-05-30,69,71,77
46,Washington,20,2020-06-06,69,71,77
46,Washington,21,2020-06-13,69,71,77
46,Washington,22,2020-06-20,69,71,77
46,Washington,23,2020-06-27,44,46,53
46,Washington,24,2020-07-04,44,46,53
46,Washington,25,2020-07-11,44,46,53
46,Washington,26,2020-07-18,44,46,53
46,Washington,27,2020-07-25,124,126,130
46,Washington,28,2020-08-01,69,71,77
46,Washington,29,2020-08-08,69,71,77
46,Washington,30,2020-08-15,69,71,77
46,Washington,31,2020-08-22,69,71,77
46,Washington,32,2020-08-29,69,71,77
46,Washington,33,2020-09-05,124,126,130
46,Washington,34,2020-09-12,124,126,130
46,Washington,35,2020-09-19,124,126,130
46,Washington,36,2020-09-26,124,126,130
46,Washington,37,2020-10-03,124,126,130
46,Washington,38,2020-10-10,69,71,77
46,Washington,39,2020-10-17,124,126,130
46,Washington,40,2020-10-24,69,71,77
46,Washington,41,2020-10-31,44,46,53
46,Washington,42,2020-11-07,44,46,53
46,Washington,43,2020-11-14,44,46,53
46,Washington,44,2020-11-21,44,46,53
46,Washington,45,2020-11-28,44,46,53
46,Washington,46,2020-12-05,44,46,53
46,Washington,47,2020-12-12,44,46,53
46,Washington,48,2020-12-19,44,46,53
46,Washington,49,2020-12-26,44,46,53
46,Washington,50,2021-01-02,44,46,53
46,Washington,51,2021-01-09,44,46,53
46,Washington,52,2021-01-16,44,46,53
46,Washington,53,2021-01-23,69,71,77
46,Washington,54,2021-01-30,69,71,77
46,Washington,55,2021-02-06,124,126,130
46,Washington,56,2021-02-13,69,71,77
46,Washington,57,2021-02-20,69,71,77
46,Washington,58,2021-02-27,124,126,130
47,West Virginia,0,2020-01-18,44,46,53
47,West Virginia,1,2020-01-25,124,126,130
47,West Virginia,2,2020-02-01,44,46,53
47,West Virginia,3,2020-02-08,44,46,53
47,West Virginia,4,2020-02-15,44,46,53
47,West Virginia,5,2020-02-22,44,46,53
47,West Virginia,6,2020-02-29,44,46,53
47,West Virginia,7,2020-03-07,69,71,77
47,West Virginia,8,2020-03-14,44,46,53
47,West Virginia,9,2020-03-21,44,46,53
47,West Virginia,10,2020-03-28,44,46,53
47,West Virginia,11,2020-04-04,44,46,53
47,West Virginia,12,2020-04-11,44,46,53
47,West Virginia,13,2020-04-18,44,46,53
47,West Virginia,14,2020-04-25,44,46,53
47,West Virginia,15,2020-05-02,124,126,130
47,West Virginia,16,2020-05-09,69,71,77
47,West Virginia,17,2020-05-16,69,71,77
47,West Virginia,18,2020-05-23,69,71,77
47,West Virginia,19,2020-05-30,69,71,77
47,West Virginia,20,2020-06-06,124,126,130
47,West Virginia,21,2020-06-13,69,71,77
47,West Virginia,22,2020-06-20,124,126,130
47,West Virginia,23,2020-06-27,69,71,77
47,West Virginia,24,2020-07-04,124,126,130
47,West Virginia,25,2020-07-11,44,46,53
47,West Virginia,26,2020-07-18,44,46,53
47,West Virginia,27,2020-07-25,69,71,77
47,West Virginia,28,2020-08-01,124,126,130
47,West Virginia,29,2020-08-08,69,71,77
47,West Virginia,30,2020-08-15,69,71,77
47,West Virginia,31,2020-08-22,124,126,130
47,West Virginia,32,2020-08-29,69,71,77
47,West Virginia,33,2020-09-05,124,126,130
47,West Virginia,34,2020-09-12,69,71,77
47,West Virginia,35,2020-09-19,124,126,130
47,West Virginia,36,2020-09-26,69,71,77
47,West Virginia,37,2020-10-03,124,126,130
47,West Virginia,38,2020-10-10,44,46,53
47,West Virginia,39,2020-10-17,44,46,53
47,West Virginia,40,2020-10-24,44,46,53
47,West Virginia,41,2020-10-31,44,46,53
47,West Virginia,42,2020-11-07,44,46,53
47,West Virginia,43,2020-11-14,44,46,53
47,West Virginia,44,2020-11-21,44,46,53
47,West Virginia,45,2020-11-28,44,46,53
47,West Virginia,46,2020-12-05,44,46,53
47,West Virginia,47,2020-12-12,44,46,53
47,West Virginia,48,2020-12-19,44,46,53
47,West Virginia,49,2020-12-26,44,46,53
47,West Virginia,50,2021-01-02,44,46,53
47,West Virginia,51,2021-01-09,44,46,53
47,West Virginia,52,2021-01-16,44,46,53
47,West Virginia,53,2021-01-23,44,46,53
47,West Virginia,54,2021-01-30,44,46,53
47,West Virginia,55,2021-02-06,44,46,53
47,West Virginia,56,2021-02-13,44,46,53
47,West Virginia,57,2021-02-20,44,46,53
47,West Virginia,58,2021-02-27,124,126,130
48,Wisconsin,0,2020-01-18,239,239,240
48,Wisconsin,1,2020-01-25,255,255,255
48,Wisconsin,2,2020-02-01,255,255,255
48,Wisconsin,3,2020-02-08,219,220,221
48,Wisconsin,4,2020-02-15,167,168,171
48,Wisconsin,5,2020-02-22,197,197,199
48,Wisconsin,6,2020-02-29,219,220,221
48,Wisconsin,7,2020-03-07,219,220,221
48,Wisconsin,8,2020-03-14,167,168,171
48,Wisconsin,9,2020-03-21,44,46,53
48,Wisconsin,10,2020-03-28,44,46,53
48,Wisconsin,11,2020-04-04,44,46,53
48,Wisconsin,12,2020-04-11,44,46,53
48,Wisconsin,13,2020-04-18,44,46,53
48,Wisconsin,14,2020-04-25,44,46,53
48,Wisconsin,15,2020-05-02,44,46,53
48,Wisconsin,16,2020-05-09,69,71,77
48,Wisconsin,17,2020-05-16,124,126,130
48,Wisconsin,18,2020-05-23,69,71,77
48,Wisconsin,19,2020-05-30,69,71,77
48,Wisconsin,20,2020-06-06,124,126,130
48,Wisconsin,21,2020-06-13,124,126,130
48,Wisconsin,22,2020-06-20,69,71,77
48,Wisconsin,23,2020-06-27,124,126,130
48,Wisconsin,24,2020-07-04,69,71,77
48,Wisconsin,25,2020-07-11,69,71,77
48,Wisconsin,26,2020-07-18,124,126,130
48,Wisconsin,27,2020-07-25,124,126,130
48,Wisconsin,28,2020-08-01,69,71,77
48,Wisconsin,29,2020-08-08,69,71,77
48,Wisconsin,30,2020-08-15,69,71,77
48,Wisconsin,31,2020-08-22,69,71,77
48,Wisconsin,32,2020-08-29,69,71,77
48,Wisconsin,33,2020-09-05,124,126,130
48,Wisconsin,34,2020-09-12,44,46,53
48,Wisconsin,35,2020-09-19,44,46,53
48,Wisconsin,36,2020-09-26,44,46,53
48,Wisconsin,37,2020-10-03,44,46,53
48,Wisconsin,38,2020-10-10,44,46,53
48,Wisconsin,39,2020-10-17,44,46,53
48,Wisconsin,40,2020-10-24,44,46,53
48,Wisconsin,41,2020-10-31,44,46,53
48,Wisconsin,42,2020-11-07,44,46,53
48,Wisconsin,43,2020-11-14,44,46,53
48,Wisconsin,44,2020-11-21,124,126,130
48,Wisconsin,45,2020-11-28,69,71,77
48,Wisconsin,46,2020-12-05,44,46,53
48,Wisconsin,47,2020-12-12,44,46,53
48,Wisconsin,48,2020-12-19,69,71,77
48,Wisconsin,49,2020-12-26,124,126,130
48,Wisconsin,50,2021-01-02,44,46,53
48,Wisconsin,51,2021-01-09,44,46,53
48,Wisconsin,52,2021-01-16,44,46,53
48,Wisconsin,53,2021-01-23,44,46,53
48,Wisconsin,54,2021-01-30,44,46,53
48,Wisconsin,55,2021-02-06,124,126,130
48,Wisconsin,56,2021-02-13,44,46,53
48,Wisconsin,57,2021-02-20,44,46,53
48,Wisconsin,58,2021-02-27,44,46,53
49,Wyoming,0,2020-01-18,44,46,53
49,Wyoming,1,2020-01-25,44,46,53
49,Wyoming,2,2020-02-01,219,220,221
49,Wyoming,3,2020-02-08,44,46,53
49,Wyoming,4,2020-02-15,44,46,53
49,Wyoming,5,2020-02-22,44,46,53
49,Wyoming,6,2020-02-29,44,46,53
49,Wyoming,7,2020-03-07,44,46,53
49,Wyoming,8,2020-03-14,44,46,53
49,Wyoming,9,2020-03-21,44,46,53
49,Wyoming,10,2020-03-28,44,46,53
49,Wyoming,11,2020-04-04,44,46,53
49,Wyoming,12,2020-04-11,44,46,53
49,Wyoming,13,2020-04-18,44,46,53
49,Wyoming,14,2020-04-25,44,46,53
49,Wyoming,15,2020-05-02,44,46,53
49,Wyoming,16,2020-05-09,69,71,77
49,Wyoming,17,2020-05-16,124,126,130
49,Wyoming,18,2020-05-23,69,71,77
49,Wyoming,19,2020-05-30,124,126,130
49,Wyoming,20,2020-06-06,124,126,130
49,Wyoming,21,2020-06-13,44,46,53
49,Wyoming,22,2020-06-20,44,46,53
49,Wyoming,23,2020-06-27,44,46,53
49,Wyoming,24,2020-07-04,44,46,53
49,Wyoming,25,2020-07-11,44,46,53
49,Wyoming,26,2020-07-18,44,46,53
49,Wyoming,27,2020-07-25,44,46,53
49,Wyoming,28,2020-08-01,69,71,77
49,Wyoming,29,2020-08-08,124,126,130
49,Wyoming,30,2020-08-15,44,46,53
49,Wyoming,31,2020-08-22,44,46,53
49,Wyoming,32,2020-08-29,69,71,77
49,Wyoming,33,2020-09-05,44,46,53
49,Wyoming,34,2020-09-12,44,46,53
49,Wyoming,35,2020-09-19,44,46,53
49,Wyoming,36,2020-09-26,44,46,53
49,Wyoming,37,2020-10-03,44,46,53
49,Wyoming,38,2020-10-10,44,46,53
49,Wyoming,39,2020-10-17,44,46,53
49,Wyoming,40,2020-10-24,44,46,53
49,Wyoming,41,2020-10-31,44,46,53
49,Wyoming,42,2020-11-07,44,46,53
49,Wyoming,43,2020-11-14,44,46,53
49,Wyoming,44,2020-11-21,69,71,77
49,Wyoming,45,2020-11-28,124,126,130
49,Wyoming,46,2020-12-05,69,71,77
49,Wyoming,47,2020-12-12,44,46,53
49,Wyoming,48,2020-12-19,44,46,53
49,Wyoming,49,2020-12-26,44,46,53
49,Wyoming,50,2021-01-02,44,46,53
49,Wyoming,51,2021-01-09,44,46,53
49,Wyoming,52,2021-01-16,44,46,53
49,Wyoming,53,2021-01-23,44,46,53
49,Wyoming,54,2021-01-30,69,71,77
49,Wyoming,55,2021-02-06,124,126,130
49,Wyoming,56,2021-02-13,44,46,53
49,Wyoming,57,2021-02-20,44,46,53
49,Wyoming,58,2021-02-27,44,46,53
