panel,row,column,age,year,red,green,blue
1,0,0,20,1954,242,242,242
1,0,1,20,1955,253,253,253
1,0,2,20,1956,253,253,253
1,0,3,20,1957,253,253,253
1,0,4,20,1958,253,253,253
1,0,5,20,1959,254,254,254
1,0,6,20,1960,254,254,254
1,0,7,20,1961,253,253,253
1,0,8,20,1962,253,253,253
1,0,9,20,1963,253,253,253
1,0,10,20,1964,253,253,253
1,0,11,20,1965,253,253,253
1,0,12,20,1966,253,253,253
1,0,13,20,1967,253,253,253
1,0,14,20,1968,253,253,253
1,0,15,20,1969,253,253,253
1,0,16,20,1970,253,253,253
1,0,17,20,1971,253,253,253
1,0,18,20,1972,253,253,253
1,0,19,20,1973,253,253,253
1,0,20,20,1974,253,253,253
1,0,21,20,1975,253,253,253
1,0,22,20,1976,253,253,253
1,0,23,20,1977,253,253,253
1,0,24,20,1978,253,253,253
1,0,25,20,1979,253,253,253
1,0,26,20,1980,254,254,254
1,0,27,20,1981,253,253,253
1,0,28,20,1982,253,253,253
1,0,29,20,1983,253,253,253
1,0,30,20,1984,253,253,253
1,0,31,20,1985,253,253,253
1,0,32,20,1986,253,253,253
1,0,33,20,1987,253,253,253
1,0,34,20,1988,253,253,253
1,0,35,20,1989,253,253,253
1,0,36,20,1990,253,253,253
1,0,37,20,1991,253,253,253
1,0,38,20,1992,253,253,253
1,0,39,20,1993,253,253,253
1,0,40,20,1994,253,253,253
1,0,41,20,1995,253,253,253
1,0,42,20,1996,253,253,253
1,0,43,20,1997,253,253,253
1,0,44,20,1998,253,253,253
1,0,45,20,1999,253,253,253
1,0,46,20,2000,253,253,253
1,0,47,20,2001,253,253,253
1,0,48,20,2002,253,253,253
1,0,49,20,2003,250,250,250
1,0,50,20,2004,250,250,250
1,0,51,20,2005,253,253,253
1,0,52,20,2006,249,249,249
1,0,53,20,2007,253,253,253
1,0,54,20,2008,252,252,252
1,0,55,20,2009,253,253,253
1,0,56,20,2010,253,253,253
1,0,57,20,2011,252,252,252
1,0,58,20,2012,253,253,253
1,0,59,20,2013,251,251,251
1,0,60,20,2014,254,254,254
1,0,61,20,2015,253,253,253
1,0,62,20,2016,253,253,253
1,0,63,20,2017,253,253,253
1,0,64,20,2018,253,253,253
1,0,65,20,2019,253,253,253
1,0,66,20,2020,254,254,254
1,0,67,20,2021,253,253,253
1,0,68,20,2022,248,248,248
1,1,0,21,1954,243,243,243
1,1,1,21,1955,255,255,255
1,1,2,21,1956,255,255,255
1,1,3,21,1957,255,255,255
1,1,4,21,1958,255,255,255
1,1,5,21,1959,255,255,255
1,1,6,21,1960,255,255,255
1,1,7,21,1961,255,255,255
1,1,8,21,1962,255,255,255
1,1,9,21,1963,255,255,255
1,1,10,21,1964,255,255,255
1,1,11,21,1965,255,255,255
1,1,12,21,1966,255,255,255
1,1,13,21,1967,255,255,255
1,1,14,21,1968,255,255,255
1,1,15,21,1969,255,255,255
1,1,16,21,1970,255,255,255
1,1,17,21,1971,255,255,255
1,1,18,21,1972,255,255,255
1,1,19,21,1973,255,255,255
1,1,20,21,1974,255,255,255
1,1,21,21,1975,255,255,255
1,1,22,21,1976,255,255,255
1,1,23,21,1977,255,255,255
1,1,24,21,1978,255,255,255
1,1,25,21,1979,255,255,255
1,1,26,21,1980,255,255,255
1,1,27,21,1981,255,255,255
1,1,28,21,1982,255,255,255
1,1,29,21,1983,255,255,255
1,1,30,21,1984,255,255,255
1,1,31,21,1985,255,255,255
1,1,32,21,1986,255,255,255
1,1,33,21,1987,255,255,255
1,1,34,21,1988,255,255,255
1,1,35,21,1989,255,255,255
1,1,36,21,1990,255,255,255
1,1,37,21,1991,255,255,255
1,1,38,21,1992,255,255,255
1,1,39,21,1993,255,255,255
1,1,40,21,1994,255,255,255
1,1,41,21,1995,255,255,255
1,1,42,21,1996,255,255,255
1,1,43,21,1997,255,255,255
1,1,44,21,1998,255,255,255
1,1,45,21,1999,255,255,255
1,1,46,21,2000,255,255,255
1,1,47,21,2001,255,255,255
1,1,48,21,2002,255,255,255
1,1,49,21,2003,255,255,255
1,1,50,21,2004,255,255,255
1,1,51,21,2005,255,255,255
1,1,52,21,2006,255,255,255
1,1,53,21,2007,255,255,255
1,1,54,21,2008,255,255,255
1,1,55,21,2009,254,254,254
1,1,56,21,2010,253,253,253
1,1,57,21,2011,253,253,253
1,1,58,21,2012,255,255,255
1,1,59,21,2013,254,254,254
1,1,60,21,2014,254,254,254
1,1,61,21,2015,255,255,255
1,1,62,21,2016,255,255,255
1,1,63,21,2017,255,255,255
1,1,64,21,2018,255,255,255
1,1,65,21,2019,255,255,255
1,1,66,21,2020,255,255,255
1,1,67,21,2021,255,255,255
1,1,68,21,2022,254,254,254
1,2,0,22,1954,226,226,226
1,2,1,22,1955,233,233,233
1,2,2,22,1956,254,254,254
1,2,3,22,1957,255,255,255
1,2,4,22,1958,220,220,220
1,2,5,22,1959,255,255,255
1,2,6,22,1960,255,255,255
1,2,7,22,1961,233,233,233
1,2,8,22,1962,254,254,254
1,2,9,22,1963,243,243,243
1,2,10,22,1964,255,255,255
1,2,11,22,1965,255,255,255
1,2,12,22,1966,255,255,255
1,2,13,22,1967,246,246,246
1,2,14,22,1968,253,253,253
1,2,15,22,1969,255,255,255
1,2,16,22,1970,255,255,255
1,2,17,22,1971,255,255,255
1,2,18,22,1972,255,255,255
1,2,19,22,1973,255,255,255
1,2,20,22,1974,255,255,255
1,2,21,22,1975,232,232,232
1,2,22,22,1976,254,254,254
1,2,23,22,1977,255,255,255
1,2,24,22,1978,255,255,255
1,2,25,22,1979,255,255,255
1,2,26,22,1980,255,255,255
1,2,27,22,1981,255,255,255
1,2,28,22,1982,255,255,255
1,2,29,22,1983,255,255,255
1,2,30,22,1984,255,255,255
1,2,31,22,1985,255,255,255
1,2,32,22,1986,255,255,255
1,2,33,22,1987,255,255,255
1,2,34,22,1988,255,255,255
1,2,35,22,1989,255,255,255
1,2,36,22,1990,255,255,255
1,2,37,22,1991,253,253,253
1,2,38,22,1992,254,254,254
1,2,39,22,1993,255,255,255
1,2,40,22,1994,255,255,255
1,2,41,22,1995,245,245,245
1,2,42,22,1996,252,252,252
1,2,43,22,1997,255,255,255
1,2,44,22,1998,254,254,254
1,2,45,22,1999,254,254,254
1,2,46,22,2000,255,255,255
1,2,47,22,2001,255,255,255
1,2,48,22,2002,255,255,255
1,2,49,22,2003,249,249,249
1,2,50,22,2004,251,251,251
1,2,51,22,2005,255,255,255
1,2,52,22,2006,255,255,255
1,2,53,22,2007,255,255,255
1,2,54,22,2008,255,255,255
1,2,55,22,2009,248,248,248
1,2,56,22,2010,237,237,237
1,2,57,22,2011,243,243,243
1,2,58,22,2012,254,254,254
1,2,59,22,2013,252,252,252
1,2,60,22,2014,253,253,253
1,2,61,22,2015,254,254,254
1,2,62,22,2016,255,255,255
1,2,63,22,2017,255,255,255
1,2,64,22,2018,255,255,255
1,2,65,22,2019,250,250,250
1,2,66,22,2020,233,233,233
1,2,67,22,2021,254,254,254
1,2,68,22,2022,252,252,252
1,3,0,23,1954,253,253,253
1,3,1,23,1955,247,247,247
1,3,2,23,1956,251,251,251
1,3,3,23,1957,254,254,254
1,3,4,23,1958,228,228,228
1,3,5,23,1959,241,241,241
1,3,6,23,1960,255,255,255
1,3,7,23,1961,255,255,255
1,3,8,23,1962,254,254,254
1,3,9,23,1963,254,254,254
1,3,10,23,1964,242,242,242
1,3,11,23,1965,255,255,255
1,3,12,23,1966,255,255,255
1,3,13,23,1967,246,246,246
1,3,14,23,1968,248,248,248
1,3,15,23,1969,255,255,255
1,3,16,23,1970,255,255,255
1,3,17,23,1971,252,252,252
1,3,18,23,1972,255,255,255
1,3,19,23,1973,255,255,255
1,3,20,23,1974,255,255,255
1,3,21,23,1975,231,231,231
1,3,22,23,1976,233,233,233
1,3,23,23,1977,254,254,254
1,3,24,23,1978,255,255,255
1,3,25,23,1979,255,255,255
1,3,26,23,1980,255,255,255
1,3,27,23,1981,255,255,255
1,3,28,23,1982,255,255,255
1,3,29,23,1983,255,255,255
1,3,30,23,1984,255,255,255
1,3,31,23,1985,255,255,255
1,3,32,23,1986,255,255,255
1,3,33,23,1987,255,255,255
1,3,34,23,1988,255,255,255
1,3,35,23,1989,243,243,243
1,3,36,23,1990,255,255,255
1,3,37,23,1991,254,254,254
1,3,38,23,1992,249,249,249
1,3,39,23,1993,253,253,253
1,3,40,23,1994,255,255,255
1,3,41,23,1995,254,254,254
1,3,42,23,1996,255,255,255
1,3,43,23,1997,240,240,240
1,3,44,23,1998,243,243,243
1,3,45,23,1999,248,248,248
1,3,46,23,2000,251,251,251
1,3,47,23,2001,255,255,255
1,3,48,23,2002,255,255,255
1,3,49,23,2003,249,249,249
1,3,50,23,2004,246,246,246
1,3,51,23,2005,247,247,247
1,3,52,23,2006,254,254,254
1,3,53,23,2007,253,253,253
1,3,54,23,2008,254,254,254
1,3,55,23,2009,247,247,247
1,3,56,23,2010,234,234,234
1,3,57,23,2011,236,236,236
1,3,58,23,2012,252,252,252
1,3,59,23,2013,251,251,251
1,3,60,23,2014,250,250,250
1,3,61,23,2015,243,243,243
1,3,62,23,2016,253,253,253
1,3,63,23,2017,255,255,255
1,3,64,23,2018,255,255,255
1,3,65,23,2019,253,253,253
1,3,66,23,2020,253,253,253
1,3,67,23,2021,246,246,246
1,3,68,23,2022,237,237,237
1,4,0,24,1954,245,245,245
1,4,1,24,1955,227,227,227
1,4,2,24,1956,254,254,254
1,4,3,24,1957,255,255,255
1,4,4,24,1958,251,251,251
1,4,5,24,1959,244,244,244
1,4,6,24,1960,255,255,255
1,4,7,24,1961,252,252,252
1,4,8,24,1962,254,254,254
1,4,9,24,1963,253,253,253
1,4,10,24,1964,254,254,254
1,4,11,24,1965,246,246,246
1,4,12,24,1966,253,253,253
1,4,13,24,1967,255,255,255
1,4,14,24,1968,252,252,252
1,4,15,24,1969,255,255,255
1,4,16,24,1970,255,255,255
1,4,17,24,1971,255,255,255
1,4,18,24,1972,246,246,246
1,4,19,24,1973,253,253,253
1,4,20,24,1974,255,255,255
1,4,21,24,1975,235,235,235
1,4,22,24,1976,233,233,233
1,4,23,24,1977,255,255,255
1,4,24,24,1978,255,255,255
1,4,25,24,1979,255,255,255
1,4,26,24,1980,250,250,250
1,4,27,24,1981,254,254,254
1,4,28,24,1982,255,255,255
1,4,29,24,1983,255,255,255
1,4,30,24,1984,255,255,255
1,4,31,24,1985,255,255,255
1,4,32,24,1986,255,255,255
1,4,33,24,1987,255,255,255
1,4,34,24,1988,255,255,255
1,4,35,24,1989,254,254,254
1,4,36,24,1990,255,255,255
1,4,37,24,1991,255,255,255
1,4,38,24,1992,255,255,255
1,4,39,24,1993,248,248,248
1,4,40,24,1994,253,253,253
1,4,41,24,1995,255,255,255
1,4,42,24,1996,255,255,255
1,4,43,24,1997,249,249,249
1,4,44,24,1998,208,208,208
1,4,45,24,1999,227,227,227
1,4,46,24,2000,249,249,249
1,4,47,24,2001,255,255,255
1,4,48,24,2002,255,255,255
1,4,49,24,2003,247,247,247
1,4,50,24,2004,241,241,241
1,4,51,24,2005,244,244,244
1,4,52,24,2006,250,250,250
1,4,53,24,2007,247,247,247
1,4,54,24,2008,254,254,254
1,4,55,24,2009,248,248,248
1,4,56,24,2010,238,238,238
1,4,57,24,2011,237,237,237
1,4,58,24,2012,250,250,250
1,4,59,24,2013,246,246,246
1,4,60,24,2014,250,250,250
1,4,61,24,2015,242,242,242
1,4,62,24,2016,250,250,250
1,4,63,24,2017,251,251,251
1,4,64,24,2018,250,250,250
1,4,65,24,2019,254,254,254
1,4,66,24,2020,249,249,249
1,4,67,24,2021,247,247,247
1,4,68,24,2022,251,251,251
1,5,0,25,1954,242,242,242
1,5,1,25,1955,225,225,225
1,5,2,25,1956,251,251,251
1,5,3,25,1957,254,254,254
1,5,4,25,1958,241,241,241
1,5,5,25,1959,253,253,253
1,5,6,25,1960,255,255,255
1,5,7,25,1961,225,225,225
1,5,8,25,1962,254,254,254
1,5,9,25,1963,255,255,255
1,5,10,25,1964,247,247,247
1,5,11,25,1965,254,254,254
1,5,12,25,1966,255,255,255
1,5,13,25,1967,255,255,255
1,5,14,25,1968,255,255,255
1,5,15,25,1969,255,255,255
1,5,16,25,1970,255,255,255
1,5,17,25,1971,255,255,255
1,5,18,25,1972,249,249,249
1,5,19,25,1973,254,254,254
1,5,20,25,1974,255,255,255
1,5,21,25,1975,236,236,236
1,5,22,25,1976,231,231,231
1,5,23,25,1977,254,254,254
1,5,24,25,1978,255,255,255
1,5,25,25,1979,255,255,255
1,5,26,25,1980,254,254,254
1,5,27,25,1981,255,255,255
1,5,28,25,1982,255,255,255
1,5,29,25,1983,255,255,255
1,5,30,25,1984,255,255,255
1,5,31,25,1985,249,249,249
1,5,32,25,1986,254,254,254
1,5,33,25,1987,255,255,255
1,5,34,25,1988,255,255,255
1,5,35,25,1989,255,255,255
1,5,36,25,1990,255,255,255
1,5,37,25,1991,255,255,255
1,5,38,25,1992,255,255,255
1,5,39,25,1993,255,255,255
1,5,40,25,1994,254,254,254
1,5,41,25,1995,255,255,255
1,5,42,25,1996,255,255,255
1,5,43,25,1997,225,225,225
1,5,44,25,1998,209,209,209
1,5,45,25,1999,216,216,216
1,5,46,25,2000,241,241,241
1,5,47,25,2001,255,255,255
1,5,48,25,2002,255,255,255
1,5,49,25,2003,248,248,248
1,5,50,25,2004,243,243,243
1,5,51,25,2005,240,240,240
1,5,52,25,2006,247,247,247
1,5,53,25,2007,242,242,242
1,5,54,25,2008,251,251,251
1,5,55,25,2009,247,247,247
1,5,56,25,2010,233,233,233
1,5,57,25,2011,238,238,238
1,5,58,25,2012,248,248,248
1,5,59,25,2013,235,235,235
1,5,60,25,2014,249,249,249
1,5,61,25,2015,235,235,235
1,5,62,25,2016,249,249,249
1,5,63,25,2017,239,239,239
1,5,64,25,2018,230,230,230
1,5,65,25,2019,252,252,252
1,5,66,25,2020,249,249,249
1,5,67,25,2021,234,234,234
1,5,68,25,2022,220,220,220
1,6,0,26,1954,253,253,253
1,6,1,26,1955,205,205,205
1,6,2,26,1956,251,251,251
1,6,3,26,1957,255,255,255
1,6,4,26,1958,248,248,248
1,6,5,26,1959,235,235,235
1,6,6,26,1960,252,252,252
1,6,7,26,1961,232,232,232
1,6,8,26,1962,253,253,253
1,6,9,26,1963,252,252,252
1,6,10,26,1964,254,254,254
1,6,11,26,1965,255,255,255
1,6,12,26,1966,255,255,255
1,6,13,26,1967,254,254,254
1,6,14,26,1968,255,255,255
1,6,15,26,1969,255,255,255
1,6,16,26,1970,255,255,255
1,6,17,26,1971,255,255,255
1,6,18,26,1972,255,255,255
1,6,19,26,1973,255,255,255
1,6,20,26,1974,255,255,255
1,6,21,26,1975,236,236,236
1,6,22,26,1976,233,233,233
1,6,23,26,1977,255,255,255
1,6,24,26,1978,255,255,255
1,6,25,26,1979,255,255,255
1,6,26,26,1980,255,255,255
1,6,27,26,1981,255,255,255
1,6,28,26,1982,255,255,255
1,6,29,26,1983,255,255,255
1,6,30,26,1984,255,255,255
1,6,31,26,1985,255,255,255
1,6,32,26,1986,238,238,238
1,6,33,26,1987,253,253,253
1,6,34,26,1988,255,255,255
1,6,35,26,1989,255,255,255
1,6,36,26,1990,255,255,255
1,6,37,26,1991,255,255,255
1,6,38,26,1992,252,252,252
1,6,39,26,1993,253,253,253
1,6,40,26,1994,255,255,255
1,6,41,26,1995,244,244,244
1,6,42,26,1996,238,238,238
1,6,43,26,1997,195,195,195
1,6,44,26,1998,213,213,213
1,6,45,26,1999,211,211,211
1,6,46,26,2000,247,247,247
1,6,47,26,2001,255,255,255
1,6,48,26,2002,255,255,255
1,6,49,26,2003,252,252,252
1,6,50,26,2004,244,244,244
1,6,51,26,2005,244,244,244
1,6,52,26,2006,243,243,243
1,6,53,26,2007,238,238,238
1,6,54,26,2008,251,251,251
1,6,55,26,2009,250,250,250
1,6,56,26,2010,239,239,239
1,6,57,26,2011,239,239,239
1,6,58,26,2012,249,249,249
1,6,59,26,2013,217,217,217
1,6,60,26,2014,187,187,187
1,6,61,26,2015,235,235,235
1,6,62,26,2016,248,248,248
1,6,63,26,2017,240,240,240
1,6,64,26,2018,222,222,222
1,6,65,26,2019,250,250,250
1,6,66,26,2020,240,240,240
1,6,67,26,2021,230,230,230
1,6,68,26,2022,204,204,204
1,7,0,27,1954,252,252,252
1,7,1,27,1955,203,203,203
1,7,2,27,1956,245,245,245
1,7,3,27,1957,254,254,254
1,7,4,27,1958,233,233,233
1,7,5,27,1959,242,242,242
1,7,6,27,1960,253,253,253
1,7,7,27,1961,236,236,236
1,7,8,27,1962,252,252,252
1,7,9,27,1963,252,252,252
1,7,10,27,1964,244,244,244
1,7,11,27,1965,255,255,255
1,7,12,27,1966,253,253,253
1,7,13,27,1967,255,255,255
1,7,14,27,1968,248,248,248
1,7,15,27,1969,255,255,255
1,7,16,27,1970,255,255,255
1,7,17,27,1971,255,255,255
1,7,18,27,1972,250,250,250
1,7,19,27,1973,255,255,255
1,7,20,27,1974,255,255,255
1,7,21,27,1975,231,231,231
1,7,22,27,1976,232,232,232
1,7,23,27,1977,254,254,254
1,7,24,27,1978,255,255,255
1,7,25,27,1979,255,255,255
1,7,26,27,1980,255,255,255
1,7,27,27,1981,254,254,254
1,7,28,27,1982,255,255,255
1,7,29,27,1983,255,255,255
1,7,30,27,1984,255,255,255
1,7,31,27,1985,255,255,255
1,7,32,27,1986,253,253,253
1,7,33,27,1987,255,255,255
1,7,34,27,1988,255,255,255
1,7,35,27,1989,255,255,255
1,7,36,27,1990,255,255,255
1,7,37,27,1991,255,255,255
1,7,38,27,1992,255,255,255
1,7,39,27,1993,255,255,255
1,7,40,27,1994,255,255,255
1,7,41,27,1995,253,253,253
1,7,42,27,1996,254,254,254
1,7,43,27,1997,164,164,164
1,7,44,27,1998,208,208,208
1,7,45,27,1999,217,217,217
1,7,46,27,2000,248,248,248
1,7,47,27,2001,255,255,255
1,7,48,27,2002,255,255,255
1,7,49,27,2003,255,255,255
1,7,50,27,2004,242,242,242
1,7,51,27,2005,244,244,244
1,7,52,27,2006,242,242,242
1,7,53,27,2007,237,237,237
1,7,54,27,2008,251,251,251
1,7,55,27,2009,253,253,253
1,7,56,27,2010,243,243,243
1,7,57,27,2011,239,239,239
1,7,58,27,2012,246,246,246
1,7,59,27,2013,217,217,217
1,7,60,27,2014,203,203,203
1,7,61,27,2015,226,226,226
1,7,62,27,2016,245,245,245
1,7,63,27,2017,235,235,235
1,7,64,27,2018,221,221,221
1,7,65,27,2019,248,248,248
1,7,66,27,2020,225,225,225
1,7,67,27,2021,221,221,221
1,7,68,27,2022,202,202,202
1,8,0,28,1954,252,252,252
1,8,1,28,1955,201,201,201
1,8,2,28,1956,248,248,248
1,8,3,28,1957,254,254,254
1,8,4,28,1958,231,231,231
1,8,5,28,1959,238,238,238
1,8,6,28,1960,253,253,253
1,8,7,28,1961,211,211,211
1,8,8,28,1962,253,253,253
1,8,9,28,1963,249,249,249
1,8,10,28,1964,236,236,236
1,8,11,28,1965,244,244,244
1,8,12,28,1966,253,253,253
1,8,13,28,1967,255,255,255
1,8,14,28,1968,255,255,255
1,8,15,28,1969,255,255,255
1,8,16,28,1970,255,255,255
1,8,17,28,1971,255,255,255
1,8,18,28,1972,255,255,255
1,8,19,28,1973,255,255,255
1,8,20,28,1974,255,255,255
1,8,21,28,1975,233,233,233
1,8,22,28,1976,230,230,230
1,8,23,28,1977,253,253,253
1,8,24,28,1978,255,255,255
1,8,25,28,1979,255,255,255
1,8,26,28,1980,249,249,249
1,8,27,28,1981,255,255,255
1,8,28,28,1982,255,255,255
1,8,29,28,1983,255,255,255
1,8,30,28,1984,255,255,255
1,8,31,28,1985,255,255,255
1,8,32,28,1986,255,255,255
1,8,33,28,1987,255,255,255
1,8,34,28,1988,252,252,252
1,8,35,28,1989,255,255,255
1,8,36,28,1990,255,255,255
1,8,37,28,1991,255,255,255
1,8,38,28,1992,255,255,255
1,8,39,28,1993,255,255,255
1,8,40,28,1994,255,255,255
1,8,41,28,1995,255,255,255
1,8,42,28,1996,255,255,255
1,8,43,28,1997,221,221,221
1,8,44,28,1998,205,205,205
1,8,45,28,1999,214,214,214
1,8,46,28,2000,247,247,247
1,8,47,28,2001,255,255,255
1,8,48,28,2002,255,255,255
1,8,49,28,2003,254,254,254
1,8,50,28,2004,244,244,244
1,8,51,28,2005,249,249,249
1,8,52,28,2006,245,245,245
1,8,53,28,2007,239,239,239
1,8,54,28,2008,250,250,250
1,8,55,28,2009,248,248,248
1,8,56,28,2010,241,241,241
1,8,57,28,2011,252,252,252
1,8,58,28,2012,248,248,248
1,8,59,28,2013,226,226,226
1,8,60,28,2014,208,208,208
1,8,61,28,2015,225,225,225
1,8,62,28,2016,245,245,245
1,8,63,28,2017,228,228,228
1,8,64,28,2018,214,214,214
1,8,65,28,2019,249,249,249
1,8,66,28,2020,217,217,217
1,8,67,28,2021,220,220,220
1,8,68,28,2022,208,208,208
1,9,0,29,1954,224,224,224
1,9,1,29,1955,200,200,200
1,9,2,29,1956,248,248,248
1,9,3,29,1957,255,255,255
1,9,4,29,1958,232,232,232
1,9,5,29,1959,231,231,231
1,9,6,29,1960,255,255,255
1,9,7,29,1961,220,220,220
1,9,8,29,1962,252,252,252
1,9,9,29,1963,246,246,246
1,9,10,29,1964,249,249,249
1,9,11,29,1965,254,254,254
1,9,12,29,1966,254,254,254
1,9,13,29,1967,254,254,254
1,9,14,29,1968,255,255,255
1,9,15,29,1969,255,255,255
1,9,16,29,1970,255,255,255
1,9,17,29,1971,255,255,255
1,9,18,29,1972,255,255,255
1,9,19,29,1973,255,255,255
1,9,20,29,1974,255,255,255
1,9,21,29,1975,237,237,237
1,9,22,29,1976,234,234,234
1,9,23,29,1977,252,252,252
1,9,24,29,1978,255,255,255
1,9,25,29,1979,255,255,255
1,9,26,29,1980,252,252,252
1,9,27,29,1981,254,254,254
1,9,28,29,1982,255,255,255
1,9,29,29,1983,255,255,255
1,9,30,29,1984,255,255,255
1,9,31,29,1985,255,255,255
1,9,32,29,1986,255,255,255
1,9,33,29,1987,255,255,255
1,9,34,29,1988,255,255,255
1,9,35,29,1989,250,250,250
1,9,36,29,1990,255,255,255
1,9,37,29,1991,255,255,255
1,9,38,29,1992,255,255,255
1,9,39,29,1993,255,255,255
1,9,40,29,1994,255,255,255
1,9,41,29,1995,255,255,255
1,9,42,29,1996,249,249,249
1,9,43,29,1997,162,162,162
1,9,44,29,1998,204,204,204
1,9,45,29,1999,212,212,212
1,9,46,29,2000,245,245,245
1,9,47,29,2001,255,255,255
1,9,48,29,2002,255,255,255
1,9,49,29,2003,251,251,251
1,9,50,29,2004,238,238,238
1,9,51,29,2005,237,237,237
1,9,52,29,2006,247,247,247
1,9,53,29,2007,246,246,246
1,9,54,29,2008,250,250,250
1,9,55,29,2009,251,251,251
1,9,56,29,2010,238,238,238
1,9,57,29,2011,239,239,239
1,9,58,29,2012,246,246,246
1,9,59,29,2013,219,219,219
1,9,60,29,2014,196,196,196
1,9,61,29,2015,227,227,227
1,9,62,29,2016,245,245,245
1,9,63,29,2017,229,229,229
1,9,64,29,2018,200,200,200
1,9,65,29,2019,248,248,248
1,9,66,29,2020,220,220,220
1,9,67,29,2021,212,212,212
1,9,68,29,2022,174,174,174
1,10,0,30,1954,253,253,253
1,10,1,30,1955,249,249,249
1,10,2,30,1956,249,249,249
1,10,3,30,1957,254,254,254
1,10,4,30,1958,227,227,227
1,10,5,30,1959,233,233,233
1,10,6,30,1960,253,253,253
1,10,7,30,1961,216,216,216
1,10,8,30,1962,252,252,252
1,10,9,30,1963,246,246,246
1,10,10,30,1964,235,235,235
1,10,11,30,1965,255,255,255
1,10,12,30,1966,255,255,255
1,10,13,30,1967,251,251,251
1,10,14,30,1968,255,255,255
1,10,15,30,1969,255,255,255
1,10,16,30,1970,255,255,255
1,10,17,30,1971,255,255,255
1,10,18,30,1972,255,255,255
1,10,19,30,1973,255,255,255
1,10,20,30,1974,255,255,255
1,10,21,30,1975,237,237,237
1,10,22,30,1976,235,235,235
1,10,23,30,1977,254,254,254
1,10,24,30,1978,255,255,255
1,10,25,30,1979,255,255,255
1,10,26,30,1980,255,255,255
1,10,27,30,1981,255,255,255
1,10,28,30,1982,255,255,255
1,10,29,30,1983,255,255,255
1,10,30,30,1984,255,255,255
1,10,31,30,1985,255,255,255
1,10,32,30,1986,238,238,238
1,10,33,30,1987,253,253,253
1,10,34,30,1988,255,255,255
1,10,35,30,1989,254,254,254
1,10,36,30,1990,255,255,255
1,10,37,30,1991,255,255,255
1,10,38,30,1992,255,255,255
1,10,39,30,1993,255,255,255
1,10,40,30,1994,255,255,255
1,10,41,30,1995,254,254,254
1,10,42,30,1996,253,253,253
1,10,43,30,1997,114,114,114
1,10,44,30,1998,196,196,196
1,10,45,30,1999,213,213,213
1,10,46,30,2000,245,245,245
1,10,47,30,2001,255,255,255
1,10,48,30,2002,255,255,255
1,10,49,30,2003,252,252,252
1,10,50,30,2004,228,228,228
1,10,51,30,2005,226,226,226
1,10,52,30,2006,241,241,241
1,10,53,30,2007,235,235,235
1,10,54,30,2008,253,253,253
1,10,55,30,2009,248,248,248
1,10,56,30,2010,234,234,234
1,10,57,30,2011,237,237,237
1,10,58,30,2012,249,249,249
1,10,59,30,2013,220,220,220
1,10,60,30,2014,192,192,192
1,10,61,30,2015,222,222,222
1,10,62,30,2016,249,249,249
1,10,63,30,2017,235,235,235
1,10,64,30,2018,219,219,219
1,10,65,30,2019,248,248,248
1,10,66,30,2020,215,215,215
1,10,67,30,2021,213,213,213
1,10,68,30,2022,173,173,173
1,11,0,31,1954,255,255,255
1,11,1,31,1955,203,203,203
1,11,2,31,1956,252,252,252
1,11,3,31,1957,254,254,254
1,11,4,31,1958,220,220,220
1,11,5,31,1959,230,230,230
1,11,6,31,1960,255,255,255
1,11,7,31,1961,200,200,200
1,11,8,31,1962,251,251,251
1,11,9,31,1963,245,245,245
1,11,10,31,1964,222,222,222
1,11,11,31,1965,239,239,239
1,11,12,31,1966,253,253,253
1,11,13,31,1967,255,255,255
1,11,14,31,1968,255,255,255
1,11,15,31,1969,255,255,255
1,11,16,31,1970,255,255,255
1,11,17,31,1971,255,255,255
1,11,18,31,1972,255,255,255
1,11,19,31,1973,255,255,255
1,11,20,31,1974,255,255,255
1,11,21,31,1975,239,239,239
1,11,22,31,1976,238,238,238
1,11,23,31,1977,254,254,254
1,11,24,31,1978,255,255,255
1,11,25,31,1979,255,255,255
1,11,26,31,1980,255,255,255
1,11,27,31,1981,255,255,255
1,11,28,31,1982,255,255,255
1,11,29,31,1983,255,255,255
1,11,30,31,1984,255,255,255
1,11,31,31,1985,254,254,254
1,11,32,31,1986,253,253,253
1,11,33,31,1987,253,253,253
1,11,34,31,1988,254,254,254
1,11,35,31,1989,255,255,255
1,11,36,31,1990,255,255,255
1,11,37,31,1991,255,255,255
1,11,38,31,1992,255,255,255
1,11,39,31,1993,255,255,255
1,11,40,31,1994,255,255,255
1,11,41,31,1995,241,241,241
1,11,42,31,1996,233,233,233
1,11,43,31,1997,148,148,148
1,11,44,31,1998,195,195,195
1,11,45,31,1999,197,197,197
1,11,46,31,2000,243,243,243
1,11,47,31,2001,255,255,255
1,11,48,31,2002,255,255,255
1,11,49,31,2003,250,250,250
1,11,50,31,2004,228,228,228
1,11,51,31,2005,231,231,231
1,11,52,31,2006,236,236,236
1,11,53,31,2007,227,227,227
1,11,54,31,2008,250,250,250
1,11,55,31,2009,248,248,248
1,11,56,31,2010,235,235,235
1,11,57,31,2011,239,239,239
1,11,58,31,2012,249,249,249
1,11,59,31,2013,242,242,242
1,11,60,31,2014,249,249,249
1,11,61,31,2015,249,249,249
1,11,62,31,2016,249,249,249
