panel,row,column,age,year,red,green,blue
2,74,22,94,1976,255,255,255
2,74,23,94,1977,255,255,255
2,74,24,94,1978,255,255,255
2,74,25,94,1979,255,255,255
2,74,26,94,1980,255,255,255
2,74,27,94,1981,245,245,245
2,74,28,94,1982,242,242,242
2,74,29,94,1983,224,224,224
2,74,30,94,1984,253,253,253
2,74,31,94,1985,216,216,216
2,74,32,94,1986,204,204,204
2,74,33,94,1987,251,251,251
2,74,34,94,1988,255,255,255
2,74,35,94,1989,255,255,255
2,74,36,94,1990,255,255,255
2,74,37,94,1991,255,255,255
2,74,38,94,1992,247,247,247
2,74,39,94,1993,235,235,235
2,74,40,94,1994,246,246,246
2,74,41,94,1995,194,194,194
2,74,42,94,1996,189,189,189
2,74,43,94,1997,112,112,112
2,74,44,94,1998,193,193,193
2,74,45,94,1999,216,216,216
2,74,46,94,2000,245,245,245
2,74,47,94,2001,254,254,254
2,74,48,94,2002,255,255,255
2,74,49,94,2003,239,239,239
2,74,50,94,2004,226,226,226
2,74,51,94,2005,227,227,227
2,74,52,94,2006,236,236,236
2,74,53,94,2007,222,222,222
2,74,54,94,2008,248,248,248
2,74,55,94,2009,255,255,255
2,74,56,94,2010,255,255,255
2,74,57,94,2011,255,255,255
2,74,58,94,2012,251,251,251
2,74,59,94,2013,233,233,233
2,74,60,94,2014,255,255,255
2,74,61,94,2015,254,254,254
2,74,62,94,2016,248,248,248
2,74,63,94,2017,223,223,223
2,74,64,94,2018,172,172,172
2,74,65,94,2019,247,247,247
2,74,66,94,2020,161,161,161
2,74,67,94,2021,177,177,177
2,74,68,94,2022,127,127,127
2,75,0,95,1954,254,254,254
2,75,1,95,1955,255,255,255
2,75,2,95,1956,255,255,255
2,75,3,95,1957,255,255,255
2,75,4,95,1958,234,234,234
2,75,5,95,1959,224,224,224
2,75,6,95,1960,254,254,254
2,75,7,95,1961,194,194,194
2,75,8,95,1962,255,255,255
2,75,9,95,1963,251,251,251
2,75,10,95,1964,223,223,223
2,75,11,95,1965,232,232,232
2,75,12,95,1966,254,254,254
2,75,13,95,1967,252,252,252
2,75,14,95,1968,255,255,255
2,75,15,95,1969,255,255,255
2,75,16,95,1970,255,255,255
2,75,17,95,1971,255,255,255
2,75,18,95,1972,255,255,255
2,75,19,95,1973,255,255,255
2,75,20,95,1974,255,255,255
2,75,21,95,1975,255,255,255
2,75,22,95,1976,255,255,255
2,75,23,95,1977,255,255,255
2,75,24,95,1978,255,255,255
2,75,25,95,1979,255,255,255
2,75,26,95,1980,255,255,255
2,75,27,95,1981,255,255,255
2,75,28,95,1982,255,255,255
2,75,29,95,1983,236,236,236
2,75,30,95,1984,253,253,253
2,75,31,95,1985,217,217,217
2,75,32,95,1986,201,201,201
2,75,33,95,1987,253,253,253
2,75,34,95,1988,255,255,255
2,75,35,95,1989,255,255,255
2,75,36,95,1990,255,255,255
2,75,37,95,1991,255,255,255
2,75,38,95,1992,255,255,255
2,75,39,95,1993,246,246,246
2,75,40,95,1994,251,251,251
2,75,41,95,1995,190,190,190
2,75,42,95,1996,202,202,202
2,75,43,95,1997,78,78,78
2,75,44,95,1998,199,199,199
2,75,45,95,1999,208,208,208
2,75,46,95,2000,248,248,248
2,75,47,95,2001,254,254,254
2,75,48,95,2002,255,255,255
2,75,49,95,2003,234,234,234
2,75,50,95,2004,228,228,228
2,75,51,95,2005,228,228,228
2,75,52,95,2006,231,231,231
2,75,53,95,2007,221,221,221
2,75,54,95,2008,244,244,244
2,75,55,95,2009,255,255,255
2,75,56,95,2010,255,255,255
2,75,57,95,2011,255,255,255
2,75,58,95,2012,251,251,251
2,75,59,95,2013,226,226,226
2,75,60,95,2014,255,255,255
2,75,61,95,2015,255,255,255
2,75,62,95,2016,253,253,253
2,75,63,95,2017,232,232,232
2,75,64,95,2018,169,169,169
2,75,65,95,2019,247,247,247
2,75,66,95,2020,176,176,176
2,75,67,95,2021,176,176,176
2,75,68,95,2022,136,136,136
2,76,0,96,1954,254,254,254
2,76,1,96,1955,255,255,255
2,76,2,96,1956,255,255,255
2,76,3,96,1957,255,255,255
2,76,4,96,1958,252,252,252
2,76,5,96,1959,248,248,248
2,76,6,96,1960,254,254,254
2,76,7,96,1961,235,235,235
2,76,8,96,1962,255,255,255
2,76,9,96,1963,255,255,255
2,76,10,96,1964,246,246,246
2,76,11,96,1965,249,249,249
2,76,12,96,1966,253,253,253
2,76,13,96,1967,255,255,255
2,76,14,96,1968,255,255,255
2,76,15,96,1969,255,255,255
2,76,16,96,1970,255,255,255
2,76,17,96,1971,255,255,255
2,76,18,96,1972,255,255,255
2,76,19,96,1973,255,255,255
2,76,20,96,1974,255,255,255
2,76,21,96,1975,255,255,255
2,76,22,96,1976,255,255,255
2,76,23,96,1977,255,255,255
2,76,24,96,1978,255,255,255
2,76,25,96,1979,255,255,255
2,76,26,96,1980,255,255,255
2,76,27,96,1981,255,255,255
2,76,28,96,1982,255,255,255
2,76,29,96,1983,243,243,243
2,76,30,96,1984,254,254,254
2,76,31,96,1985,236,236,236
2,76,32,96,1986,215,215,215
2,76,33,96,1987,254,254,254
2,76,34,96,1988,255,255,255
2,76,35,96,1989,255,255,255
2,76,36,96,1990,255,255,255
2,76,37,96,1991,255,255,255
2,76,38,96,1992,255,255,255
2,76,39,96,1993,255,255,255
2,76,40,96,1994,255,255,255
2,76,41,96,1995,205,205,205
2,76,42,96,1996,200,200,200
2,76,43,96,1997,35,35,35
2,76,44,96,1998,197,197,197
2,76,45,96,1999,206,206,206
2,76,46,96,2000,246,246,246
2,76,47,96,2001,255,255,255
2,76,48,96,2002,255,255,255
2,76,49,96,2003,237,237,237
2,76,50,96,2004,230,230,230
2,76,51,96,2005,226,226,226
2,76,52,96,2006,236,236,236
2,76,53,96,2007,233,233,233
2,76,54,96,2008,249,249,249
2,76,55,96,2009,255,255,255
2,76,56,96,2010,255,255,255
2,76,57,96,2011,255,255,255
2,76,58,96,2012,252,252,252
2,76,59,96,2013,233,233,233
2,76,60,96,2014,255,255,255
2,76,61,96,2015,255,255,255
2,76,62,96,2016,255,255,255
2,76,63,96,2017,249,249,249
2,76,64,96,2018,195,195,195
2,76,65,96,2019,251,251,251
2,76,66,96,2020,207,207,207
2,76,67,96,2021,187,187,187
2,76,68,96,2022,151,151,151
2,77,0,97,1954,254,254,254
2,77,1,97,1955,255,255,255
2,77,2,97,1956,255,255,255
2,77,3,97,1957,255,255,255
2,77,4,97,1958,255,255,255
2,77,5,97,1959,255,255,255
2,77,6,97,1960,255,255,255
2,77,7,97,1961,255,255,255
2,77,8,97,1962,255,255,255
2,77,9,97,1963,255,255,255
2,77,10,97,1964,255,255,255
2,77,11,97,1965,255,255,255
2,77,12,97,1966,255,255,255
2,77,13,97,1967,255,255,255
2,77,14,97,1968,255,255,255
2,77,15,97,1969,255,255,255
2,77,16,97,1970,255,255,255
2,77,17,97,1971,255,255,255
2,77,18,97,1972,255,255,255
2,77,19,97,1973,255,255,255
2,77,20,97,1974,255,255,255
2,77,21,97,1975,255,255,255
2,77,22,97,1976,255,255,255
2,77,23,97,1977,255,255,255
2,77,24,97,1978,255,255,255
2,77,25,97,1979,255,255,255
2,77,26,97,1980,255,255,255
2,77,27,97,1981,255,255,255
2,77,28,97,1982,255,255,255
2,77,29,97,1983,255,255,255
2,77,30,97,1984,255,255,255
2,77,31,97,1985,255,255,255
2,77,32,97,1986,239,239,239
2,77,33,97,1987,252,252,252
2,77,34,97,1988,255,255,255
2,77,35,97,1989,255,255,255
2,77,36,97,1990,255,255,255
2,77,37,97,1991,255,255,255
2,77,38,97,1992,255,255,255
2,77,39,97,1993,255,255,255
2,77,40,97,1994,255,255,255
2,77,41,97,1995,250,250,250
2,77,42,97,1996,243,243,243
2,77,43,97,1997,15,15,15
2,77,44,97,1998,207,207,207
2,77,45,97,1999,220,220,220
2,77,46,97,2000,251,251,251
2,77,47,97,2001,255,255,255
2,77,48,97,2002,255,255,255
2,77,49,97,2003,236,236,236
2,77,50,97,2004,234,234,234
2,77,51,97,2005,234,234,234
2,77,52,97,2006,245,245,245
2,77,53,97,2007,235,235,235
2,77,54,97,2008,249,249,249
2,77,55,97,2009,255,255,255
2,77,56,97,2010,255,255,255
2,77,57,97,2011,255,255,255
2,77,58,97,2012,254,254,254
2,77,59,97,2013,247,247,247
2,77,60,97,2014,255,255,255
2,77,61,97,2015,255,255,255
2,77,62,97,2016,255,255,255
2,77,63,97,2017,254,254,254
2,77,64,97,2018,249,249,249
2,77,65,97,2019,254,254,254
2,77,66,97,2020,251,251,251
2,77,67,97,2021,236,236,236
2,77,68,97,2022,195,195,195
2,78,0,98,1954,254,254,254
2,78,1,98,1955,255,255,255
2,78,2,98,1956,255,255,255
2,78,3,98,1957,255,255,255
2,78,4,98,1958,255,255,255
2,78,5,98,1959,255,255,255
2,78,6,98,1960,255,255,255
2,78,7,98,1961,255,255,255
2,78,8,98,1962,255,255,255
2,78,9,98,1963,255,255,255
2,78,10,98,1964,255,255,255
2,78,11,98,1965,255,255,255
2,78,12,98,1966,255,255,255
2,78,13,98,1967,255,255,255
2,78,14,98,1968,255,255,255
2,78,15,98,1969,255,255,255
2,78,16,98,1970,255,255,255
2,78,17,98,1971,255,255,255
2,78,18,98,1972,255,255,255
2,78,19,98,1973,255,255,255
2,78,20,98,1974,255,255,255
2,78,21,98,1975,255,255,255
2,78,22,98,1976,255,255,255
2,78,23,98,1977,255,255,255
2,78,24,98,1978,255,255,255
2,78,25,98,1979,255,255,255
2,78,26,98,1980,255,255,255
2,78,27,98,1981,255,255,255
2,78,28,98,1982,255,255,255
2,78,29,98,1983,255,255,255
2,78,30,98,1984,255,255,255
2,78,31,98,1985,255,255,255
2,78,32,98,1986,255,255,255
2,78,33,98,1987,255,255,255
2,78,34,98,1988,255,255,255
2,78,35,98,1989,255,255,255
2,78,36,98,1990,255,255,255
2,78,37,98,1991,255,255,255
2,78,38,98,1992,255,255,255
2,78,39,98,1993,255,255,255
2,78,40,98,1994,255,255,255
2,78,41,98,1995,255,255,255
2,78,42,98,1996,255,255,255
2,78,43,98,1997,137,137,137
2,78,44,98,1998,247,247,247
2,78,45,98,1999,251,251,251
2,78,46,98,2000,255,255,255
2,78,47,98,2001,255,255,255
2,78,48,98,2002,255,255,255
2,78,49,98,2003,255,255,255
2,78,50,98,2004,250,250,250
2,78,51,98,2005,251,251,251
2,78,52,98,2006,253,253,253
2,78,53,98,2007,252,252,252
2,78,54,98,2008,255,255,255
2,78,55,98,2009,255,255,255
2,78,56,98,2010,255,255,255
2,78,57,98,2011,255,255,255
2,78,58,98,2012,255,255,255
2,78,59,98,2013,255,255,255
2,78,60,98,2014,255,255,255
2,78,61,98,2015,255,255,255
2,78,62,98,2016,255,255,255
2,78,63,98,2017,255,255,255
2,78,64,98,2018,255,255,255
2,78,65,98,2019,255,255,255
2,78,66,98,2020,254,254,254
2,78,67,98,2021,254,254,254
2,78,68,98,2022,237,237,237
2,79,0,99,1954,252,252,252
2,79,1,99,1955,252,252,252
2,79,2,99,1956,252,252,252
2,79,3,99,1957,252,252,252
2,79,4,99,1958,252,252,252
2,79,5,99,1959,251,251,251
2,79,6,99,1960,251,251,251
2,79,7,99,1961,251,251,251
2,79,8,99,1962,251,251,251
2,79,9,99,1963,252,252,252
2,79,10,99,1964,252,252,252
2,79,11,99,1965,252,252,252
2,79,12,99,1966,251,251,251
2,79,13,99,1967,252,252,252
2,79,14,99,1968,252,252,252
2,79,15,99,1969,252,252,252
2,79,16,99,1970,252,252,252
2,79,17,99,1971,251,251,251
2,79,18,99,1972,252,252,252
2,79,19,99,1973,252,252,252
2,79,20,99,1974,252,252,252
2,79,21,99,1975,251,251,251
2,79,22,99,1976,252,252,252
2,79,23,99,1977,252,252,252
2,79,24,99,1978,251,251,251
2,79,25,99,1979,252,252,252
2,79,26,99,1980,251,251,251
2,79,27,99,1981,251,251,251
2,79,28,99,1982,251,251,251
2,79,29,99,1983,252,252,252
2,79,30,99,1984,251,251,251
2,79,31,99,1985,251,251,251
2,79,32,99,1986,251,251,251
2,79,33,99,1987,251,251,251
2,79,34,99,1988,252,252,252
2,79,35,99,1989,251,251,251
2,79,36,99,1990,251,251,251
2,79,37,99,1991,251,251,251
2,79,38,99,1992,252,252,252
2,79,39,99,1993,252,252,252
2,79,40,99,1994,251,251,251
2,79,41,99,1995,251,251,251
2,79,42,99,1996,252,252,252
2,79,43,99,1997,178,178,178
2,79,44,99,1998,250,250,250
2,79,45,99,1999,247,247,247
2,79,46,99,2000,251,251,251
2,79,47,99,2001,251,251,251
2,79,48,99,2002,250,250,250
2,79,49,99,2003,252,252,252
2,79,50,99,2004,251,251,251
2,79,51,99,2005,252,252,252
2,79,52,99,2006,251,251,251
2,79,53,99,2007,252,252,252
2,79,54,99,2008,252,252,252
2,79,55,99,2009,252,252,252
2,79,56,99,2010,251,251,251
2,79,57,99,2011,251,251,251
2,79,58,99,2012,252,252,252
2,79,59,99,2013,252,252,252
2,79,60,99,2014,251,251,251
2,79,61,99,2015,252,252,252
2,79,62,99,2016,252,252,252
2,79,63,99,2017,252,252,252
2,79,64,99,2018,251,251,251
2,79,65,99,2019,251,251,251
2,79,66,99,2020,244,244,244
2,79,67,99,2021,252,252,252
2,79,68,99,2022,251,251,251
3,0,0,20,1954,254,254,254
3,0,1,20,1955,255,255,255
3,0,2,20,1956,244,244,244
3,0,3,20,1957,241,241,241
3,0,4,20,1958,254,254,254
3,0,5,20,1959,245,245,245
3,0,6,20,1960,243,243,243
3,0,7,20,1961,244,244,244
3,0,8,20,1962,243,243,243
3,0,9,20,1963,254,254,254
3,0,10,20,1964,255,255,255
3,0,11,20,1965,255,255,255
3,0,12,20,1966,242,242,242
3,0,13,20,1967,252,252,252
3,0,14,20,1968,243,243,243
3,0,15,20,1969,249,249,249
3,0,16,20,1970,245,245,245
3,0,17,20,1971,254,254,254
3,0,18,20,1972,244,244,244
3,0,19,20,1973,247,247,247
3,0,20,20,1974,249,249,249
3,0,21,20,1975,255,255,255
3,0,22,20,1976,249,249,249
3,0,23,20,1977,242,242,242
3,0,24,20,1978,254,254,254
3,0,25,20,1979,254,254,254
3,0,26,20,1980,250,250,250
3,0,27,20,1981,246,246,246
3,0,28,20,1982,254,254,254
3,0,29,20,1983,254,254,254
3,0,30,20,1984,254,254,254
3,0,31,20,1985,254,254,254
3,0,32,20,1986,253,253,253
3,0,33,20,1987,251,251,251
3,0,34,20,1988,254,254,254
3,0,35,20,1989,252,252,252
3,0,36,20,1990,248,248,248
3,0,37,20,1991,255,255,255
3,0,38,20,1992,255,255,255
3,0,39,20,1993,253,253,253
3,0,40,20,1994,249,249,249
3,0,41,20,1995,254,254,254
3,0,42,20,1996,253,253,253
3,0,43,20,1997,254,254,254
3,0,44,20,1998,254,254,254
3,0,45,20,1999,254,254,254
3,0,46,20,2000,255,255,255
3,0,47,20,2001,252,252,252
3,0,48,20,2002,253,253,253
3,0,49,20,2003,253,253,253
3,0,50,20,2004,255,255,255
3,0,51,20,2005,254,254,254
3,0,52,20,2006,254,254,254
3,0,53,20,2007,254,254,254
3,0,54,20,2008,251,251,251
3,0,55,20,2009,251,251,251
3,0,56,20,2010,254,254,254
3,0,57,20,2011,254,254,254
3,0,58,20,2012,254,254,254
3,0,59,20,2013,254,254,254
3,0,60,20,2014,254,254,254
3,0,61,20,2015,254,254,254
3,0,62,20,2016,254,254,254
3,0,63,20,2017,255,255,255
3,0,64,20,2018,251,251,251
3,0,65,20,2019,252,252,252
3,0,66,20,2020,253,253,253
3,0,67,20,2021,252,252,252
3,0,68,20,2022,253,253,253
3,1,0,21,1954,252,252,252
3,1,1,21,1955,255,255,255
3,1,2,21,1956,255,255,255
3,1,3,21,1957,187,187,187
3,1,4,21,1958,248,248,248
3,1,5,21,1959,255,255,255
3,1,6,21,1960,235,235,235
3,1,7,21,1961,252,252,252
3,1,8,21,1962,172,172,172
3,1,9,21,1963,250,250,250
3,1,10,21,1964,255,255,255
3,1,11,21,1965,255,255,255
3,1,12,21,1966,196,196,196
3,1,13,21,1967,246,246,246
3,1,14,21,1968,252,252,252
3,1,15,21,1969,168,168,168
3,1,16,21,1970,245,245,245
3,1,17,21,1971,254,254,254
3,1,18,21,1972,255,255,255
3,1,19,21,1973,161,161,161
3,1,20,21,1974,85,85,85
3,1,21,21,1975,252,252,252
3,1,22,21,1976,251,251,251
3,1,23,21,1977,204,204,204
3,1,24,21,1978,252,252,252
3,1,25,21,1979,254,254,254
3,1,26,21,1980,255,255,255
3,1,27,21,1981,212,212,212
3,1,28,21,1982,252,252,252
3,1,29,21,1983,255,255,255
3,1,30,21,1984,255,255,255
3,1,31,21,1985,255,255,255
3,1,32,21,1986,254,254,254
3,1,33,21,1987,238,238,238
3,1,34,21,1988,252,252,252
3,1,35,21,1989,254,254,254
3,1,36,21,1990,226,226,226
3,1,37,21,1991,250,250,250
3,1,38,21,1992,253,253,253
3,1,39,21,1993,255,255,255
3,1,40,21,1994,244,244,244
3,1,41,21,1995,252,252,252
3,1,42,21,1996,255,255,255
3,1,43,21,1997,255,255,255
3,1,44,21,1998,255,255,255
3,1,45,21,1999,255,255,255
3,1,46,21,2000,212,212,212
3,1,47,21,2001,208,208,208
3,1,48,21,2002,119,119,119
3,1,49,21,2003,164,164,164
3,1,50,21,2004,253,253,253
3,1,51,21,2005,255,255,255
3,1,52,21,2006,255,255,255
3,1,53,21,2007,255,255,255
3,1,54,21,2008,105,105,105
3,1,55,21,2009,16,16,16
3,1,56,21,2010,248,248,248
3,1,57,21,2011,255,255,255
3,1,58,21,2012,255,255,255
3,1,59,21,2013,255,255,255
3,1,60,21,2014,255,255,255
3,1,61,21,2015,255,255,255
3,1,62,21,2016,255,255,255
3,1,63,21,2017,255,255,255
3,1,64,21,2018,251,251,251
3,1,65,21,2019,240,240,240
3,1,66,21,2020,254,254,254
3,1,67,21,2021,255,255,255
3,1,68,21,2022,251,251,251
3,2,0,22,1954,227,227,227
3,2,1,22,1955,254,254,254
3,2,2,22,1956,255,255,255
3,2,3,22,1957,197,197,197
3,2,4,22,1958,180,180,180
3,2,5,22,1959,253,253,253
3,2,6,22,1960,254,254,254
3,2,7,22,1961,236,236,236
3,2,8,22,1962,247,247,247
3,2,9,22,1963,179,179,179
3,2,10,22,1964,253,253,253
3,2,11,22,1965,255,255,255
3,2,12,22,1966,237,237,237
3,2,13,22,1967,189,189,189
3,2,14,22,1968,250,250,250
3,2,15,22,1969,230,230,230
3,2,16,22,1970,163,163,163
3,2,17,22,1971,247,247,247
3,2,18,22,1972,251,251,251
3,2,19,22,1973,233,233,233
3,2,20,22,1974,0,0,0
3,2,21,22,1975,109,109,109
3,2,22,22,1976,248,248,248
3,2,23,22,1977,253,253,253
3,2,24,22,1978,205,205,205
3,2,25,22,1979,252,252,252
3,2,26,22,1980,255,255,255
3,2,27,22,1981,255,255,255
3,2,28,22,1982,226,226,226
3,2,29,22,1983,252,252,252
3,2,30,22,1984,254,254,254
3,2,31,22,1985,255,255,255
3,2,32,22,1986,255,255,255
3,2,33,22,1987,255,255,255
3,2,34,22,1988,238,238,238
3,2,35,22,1989,252,252,252
3,2,36,22,1990,254,254,254
3,2,37,22,1991,223,223,223
3,2,38,22,1992,252,252,252
3,2,39,22,1993,252,252,252
3,2,40,22,1994,255,255,255
3,2,41,22,1995,248,248,248
3,2,42,22,1996,253,253,253
3,2,43,22,1997,255,255,255
3,2,44,22,1998,255,255,255
3,2,45,22,1999,255,255,255
3,2,46,22,2000,255,255,255
3,2,47,22,2001,163,163,163
3,2,48,22,2002,42,42,42
3,2,49,22,2003,118,118,118
3,2,50,22,2004,209,209,209
3,2,51,22,2005,253,253,253
3,2,52,22,2006,255,255,255
3,2,53,22,2007,255,255,255
3,2,54,22,2008,117,117,117
3,2,55,22,2009,27,27,27
3,2,56,22,2010,77,77,77
3,2,57,22,2011,250,250,250
3,2,58,22,2012,255,255,255
3,2,59,22,2013,255,255,255
3,2,60,22,2014,255,255,255
3,2,61,22,2015,255,255,255
3,2,62,22,2016,255,255,255
3,2,63,22,2017,255,255,255
3,2,64,22,2018,255,255,255
3,2,65,22,2019,250,250,250
3,2,66,22,2020,233,233,233
3,2,67,22,2021,255,255,255
3,2,68,22,2022,254,254,254
3,3,0,23,1954,255,255,255
3,3,1,23,1955,253,253,253
3,3,2,23,1956,255,255,255
3,3,3,23,1957,255,255,255
3,3,4,23,1958,206,206,206
3,3,5,23,1959,215,215,215
3,3,6,23,1960,253,253,253
3,3,7,23,1961,253,253,253
3,3,8,23,1962,247,247,247
3,3,9,23,1963,254,254,254
3,3,10,23,1964,204,204,204
3,3,11,23,1965,254,254,254
3,3,12,23,1966,253,253,253
3,3,13,23,1967,241,241,241
3,3,14,23,1968,207,207,207
3,3,15,23,1969,254,254,254
3,3,16,23,1970,225,225,225
3,3,17,23,1971,182,182,182
3,3,18,23,1972,248,248,248
3,3,19,23,1973,248,248,248
3,3,20,23,1974,76,76,76
3,3,21,23,1975,31,31,31
3,3,22,23,1976,128,128,128
3,3,23,23,1977,250,250,250
3,3,24,23,1978,251,251,251
3,3,25,23,1979,210,210,210
3,3,26,23,1980,252,252,252
3,3,27,23,1981,254,254,254
3,3,28,23,1982,253,253,253
3,3,29,23,1983,218,218,218
3,3,30,23,1984,252,252,252
3,3,31,23,1985,255,255,255
3,3,32,23,1986,255,255,255
3,3,33,23,1987,255,255,255
3,3,34,23,1988,255,255,255
3,3,35,23,1989,243,243,243
3,3,36,23,1990,254,254,254
3,3,37,23,1991,255,255,255
3,3,38,23,1992,225,225,225
3,3,39,23,1993,250,250,250
3,3,40,23,1994,254,254,254
3,3,41,23,1995,255,255,255
3,3,42,23,1996,255,255,255
3,3,43,23,1997,255,255,255
3,3,44,23,1998,255,255,255
3,3,45,23,1999,255,255,255
3,3,46,23,2000,255,255,255
3,3,47,23,2001,244,244,244
3,3,48,23,2002,10,10,10
3,3,49,23,2003,79,79,79
3,3,50,23,2004,154,154,154
3,3,51,23,2005,152,152,152
3,3,52,23,2006,254,254,254
3,3,53,23,2007,255,255,255
3,3,54,23,2008,156,156,156
3,3,55,23,2009,94,94,94
3,3,56,23,2010,91,91,91
3,3,57,23,2011,57,57,57
3,3,58,23,2012,252,252,252
3,3,59,23,2013,255,255,255
3,3,60,23,2014,255,255,255
3,3,61,23,2015,255,255,255
3,3,62,23,2016,255,255,255
3,3,63,23,2017,255,255,255
3,3,64,23,2018,255,255,255
3,3,65,23,2019,255,255,255
3,3,66,23,2020,255,255,255
3,3,67,23,2021,252,252,252
3,3,68,23,2022,254,254,254
3,4,0,24,1954,255,255,255
3,4,1,24,1955,255,255,255
3,4,2,24,1956,255,255,255
3,4,3,24,1957,255,255,255
3,4,4,24,1958,254,254,254
3,4,5,24,1959,223,223,223
3,4,6,24,1960,216,216,216
3,4,7,24,1961,252,252,252
3,4,8,24,1962,253,253,253
3,4,9,24,1963,250,250,250
3,4,10,24,1964,255,255,255
3,4,11,24,1965,214,214,214
3,4,12,24,1966,253,253,253
3,4,13,24,1967,254,254,254
3,4,14,24,1968,245,245,245
3,4,15,24,1969,211,211,211
3,4,16,24,1970,252,252,252
3,4,17,24,1971,229,229,229
3,4,18,24,1972,174,174,174
3,4,19,24,1973,247,247,247
3,4,20,24,1974,130,130,130
3,4,21,24,1975,108,108,108
3,4,22,24,1976,57,57,57
3,4,23,24,1977,139,139,139
3,4,24,24,1978,250,250,250
3,4,25,24,1979,251,251,251
3,4,26,24,1980,205,205,205
3,4,27,24,1981,254,254,254
3,4,28,24,1982,254,254,254
3,4,29,24,1983,255,255,255
3,4,30,24,1984,228,228,228
3,4,31,24,1985,254,254,254
3,4,32,24,1986,252,252,252
3,4,33,24,1987,255,255,255
3,4,34,24,1988,255,255,255
3,4,35,24,1989,255,255,255
3,4,36,24,1990,253,253,253
3,4,37,24,1991,253,253,253
3,4,38,24,1992,255,255,255
3,4,39,24,1993,242,242,242
3,4,40,24,1994,254,254,254
3,4,41,24,1995,254,254,254
3,4,42,24,1996,255,255,255
3,4,43,24,1997,255,255,255
3,4,44,24,1998,255,255,255
3,4,45,24,1999,255,255,255
3,4,46,24,2000,255,255,255
3,4,47,24,2001,253,253,253
3,4,48,24,2002,97,97,97
3,4,49,24,2003,131,131,131
3,4,50,24,2004,88,88,88
3,4,51,24,2005,85,85,85
3,4,52,24,2006,206,206,206
3,4,53,24,2007,253,253,253
3,4,54,24,2008,168,168,168
3,4,55,24,2009,113,113,113
3,4,56,24,2010,124,124,124
3,4,57,24,2011,75,75,75
3,4,58,24,2012,71,71,71
3,4,59,24,2013,252,252,252
3,4,60,24,2014,255,255,255
3,4,61,24,2015,255,255,255
3,4,62,24,2016,255,255,255
3,4,63,24,2017,255,255,255
3,4,64,24,2018,255,255,255
3,4,65,24,2019,255,255,255
3,4,66,24,2020,255,255,255
3,4,67,24,2021,255,255,255
3,4,68,24,2022,253,253,253
3,5,0,25,1954,255,255,255
3,5,1,25,1955,255,255,255
3,5,2,25,1956,255,255,255
3,5,3,25,1957,255,255,255
3,5,4,25,1958,255,255,255
3,5,5,25,1959,255,255,255
3,5,6,25,1960,230,230,230
3,5,7,25,1961,223,223,223
3,5,8,25,1962,252,252,252
3,5,9,25,1963,255,255,255
3,5,10,25,1964,248,248,248
3,5,11,25,1965,255,255,255
3,5,12,25,1966,216,216,216
3,5,13,25,1967,252,252,252
3,5,14,25,1968,254,254,254
3,5,15,25,1969,248,248,248
3,5,16,25,1970,214,214,214
3,5,17,25,1971,253,253,253
3,5,18,25,1972,232,232,232
3,5,19,25,1973,188,188,188
3,5,20,25,1974,102,102,102
3,5,21,25,1975,152,152,152
3,5,22,25,1976,131,131,131
3,5,23,25,1977,65,65,65
3,5,24,25,1978,141,141,141
3,5,25,25,1979,250,250,250
3,5,26,25,1980,255,255,255
3,5,27,25,1981,222,222,222
3,5,28,25,1982,254,254,254
3,5,29,25,1983,254,254,254
3,5,30,25,1984,255,255,255
3,5,31,25,1985,226,226,226
3,5,32,25,1986,251,251,251
3,5,33,25,1987,254,254,254
3,5,34,25,1988,255,255,255
3,5,35,25,1989,255,255,255
3,5,36,25,1990,255,255,255
3,5,37,25,1991,252,252,252
3,5,38,25,1992,255,255,255
3,5,39,25,1993,255,255,255
3,5,40,25,1994,244,244,244
3,5,41,25,1995,252,252,252
3,5,42,25,1996,255,255,255
3,5,43,25,1997,255,255,255
3,5,44,25,1998,255,255,255
3,5,45,25,1999,255,255,255
3,5,46,25,2000,255,255,255
3,5,47,25,2001,254,254,254
3,5,48,25,2002,214,214,214
3,5,49,25,2003,181,181,181
3,5,50,25,2004,75,75,75
3,5,51,25,2005,75,75,75
3,5,52,25,2006,165,165,165
3,5,53,25,2007,166,166,166
3,5,54,25,2008,188,188,188
3,5,55,25,2009,161,161,161
3,5,56,25,2010,144,144,144
3,5,57,25,2011,121,121,121
3,5,58,25,2012,63,63,63
3,5,59,25,2013,133,133,133
3,5,60,25,2014,251,251,251
3,5,61,25,2015,255,255,255
3,5,62,25,2016,255,255,255
3,5,63,25,2017,255,255,255
3,5,64,25,2018,255,255,255
3,5,65,25,2019,255,255,255
3,5,66,25,2020,255,255,255
3,5,67,25,2021,255,255,255
3,5,68,25,2022,254,254,254
3,6,0,26,1954,255,255,255
3,6,1,26,1955,255,255,255
3,6,2,26,1956,255,255,255
3,6,3,26,1957,255,255,255
3,6,4,26,1958,255,255,255
3,6,5,26,1959,255,255,255
3,6,6,26,1960,250,250,250
3,6,7,26,1961,233,233,233
3,6,8,26,1962,242,242,242
3,6,9,26,1963,255,255,255
3,6,10,26,1964,255,255,255
3,6,11,26,1965,255,255,255
3,6,12,26,1966,255,255,255
3,6,13,26,1967,214,214,214
3,6,14,26,1968,251,251,251
3,6,15,26,1969,255,255,255
